Feature,Normalized.Dispersion
ENSG00000273445,0.03465125492662785
ENSG00000125551,0.773234067881818
ENSG00000185304,0.1353433717591011
ENSG00000287670,-0.770413666005098
ENSG00000172086,-0.4837718289692136
ENSG00000144115,-0.48610535327901633
ENSG00000214336,5.974046253102022
ENSG00000172073,nan
ENSG00000172071,-1.1148101246792486
ENSG00000234028,-0.8754650097406558
ENSG00000287686,-1.3047163134181428
ENSG00000153574,2.2234100247236164
ENSG00000211592,51.15482345430794
ENSG00000211598,1.7475322840473622
ENSG00000243466,3.034190263011852
ENSG00000240671,nan
ENSG00000241755,0.16392348508558027
ENSG00000241351,1.1121019657030318
ENSG00000243290,1.3814830020353859
ENSG00000244437,0.18196667924813034
ENSG00000240864,0.7652845469991573
ENSG00000240382,nan
ENSG00000239951,1.0865121156090811
ENSG00000241294,13.950826754041714
ENSG00000244575,8.068023736489168
ENSG00000243238,3.7138824132901695
ENSG00000242371,0.8792244576137525
ENSG00000251546,nan
ENSG00000239571,-0.14359381869572546
ENSG00000243264,1.7220398614006
ENSG00000242534,0.019684091183806644
ENSG00000241566,nan
ENSG00000241244,0.4194701294276219
ENSG00000224041,nan
ENSG00000276566,nan
ENSG00000281904,-0.4793201249588081
ENSG00000261600,nan
ENSG00000259916,-0.5279075817487596
ENSG00000163060,1.0755140200947908
ENSG00000172005,4.578421753729647
ENSG00000144029,0.23653611187797366
ENSG00000144026,-1.3133470678420183
ENSG00000275111,-1.2779594518034116
ENSG00000155066,-0.7134936383449615
ENSG00000115041,-0.8870922784889149
ENSG00000115042,-1.4889887350916748
ENSG00000272913,-0.53882999453539
ENSG00000273305,-0.3185240306174035
ENSG00000235584,-0.4759992224035012
ENSG00000232931,-0.6016717879224373
ENSG00000174501,10.995064307632143
ENSG00000186281,1.2295261286337875
ENSG00000274286,5.899162243222481
ENSG00000158050,0.6513117624689858
ENSG00000084090,-0.6059511780080796
ENSG00000204685,-0.2470569931345834
ENSG00000135956,-0.7863665827477333
ENSG00000144021,-0.145088122522169
ENSG00000144028,-1.5121418577887666
ENSG00000230747,-0.3910476553327464
ENSG00000198885,0.02888288236660746
ENSG00000121152,-1.1536028422563671
ENSG00000163121,-0.12272318957308384
ENSG00000235480,0.21027785973224453
ENSG00000196843,5.877177285292766
ENSG00000114982,-1.7210374633460723
ENSG00000249715,-1.5545340739460933
ENSG00000114988,-0.20422432706263974
ENSG00000158158,-1.5963205171886345
ENSG00000273265,2.5278839734473024
ENSG00000168763,1.198267876641496
ENSG00000163126,-0.6525567591058014
ENSG00000213337,-1.544303364976875
ENSG00000168758,-1.0573855626273863
ENSG00000168754,-1.0724753120487542
ENSG00000286654,nan
ENSG00000144199,0.46608037521617823
ENSG00000135976,3.885252398520531
ENSG00000277701,-0.47523325980767633
ENSG00000230606,2.5413728385592123
ENSG00000278766,0.5843509876008786
ENSG00000196912,7.463671921428504
ENSG00000135940,-1.8180556541635853
ENSG00000115073,0.014232694658957075
ENSG00000228486,-0.6743635111646024
ENSG00000115085,4.559239176246502
ENSG00000075568,-0.552246982082223
ENSG00000168658,-1.1272962494977632
ENSG00000144191,0.4657339897257248
ENSG00000040933,-0.2929380351851334
ENSG00000183513,-0.3186997408843654
ENSG00000115446,-0.30154370357347443
ENSG00000071073,0.7339224838812698
ENSG00000226791,3.142212423606626
ENSG00000196872,0.23941593038088313
ENSG00000135951,-1.484124709542983
ENSG00000273045,-1.381552136306401
ENSG00000241962,1.5144241386135815
ENSG00000144182,-0.7548988052225228
ENSG00000158411,-0.19847681111570492
ENSG00000185414,-1.603069981635633
ENSG00000144214,0.627368857234648
ENSG00000115514,-2.0750738910979614
ENSG00000158417,4.966582858147163
ENSG00000135945,2.3307607716558145
ENSG00000273306,-1.2993677706524513
ENSG00000144218,1.7007715640659504
ENSG00000230393,-0.7180675943896699
ENSG00000170500,-0.6796512772624878
ENSG00000115526,-0.47917150696401695
ENSG00000115539,-2.266859151932171
ENSG00000170485,-0.42581361732900175
ENSG00000223947,nan
ENSG00000071082,-2.154342866093442
ENSG00000204634,-0.5605740080895615
ENSG00000272902,5.407377788526686
ENSG00000158435,-1.2492280339350423
ENSG00000163162,-1.287416695670774
ENSG00000175874,1.1045896835576046
ENSG00000196460,0.29679608699772386
ENSG00000071054,4.81863715839645
ENSG00000281162,0.582886315440224
ENSG00000115590,-0.6099746150187012
ENSG00000115594,-0.24282885667882767
ENSG00000115598,0.08058724905747129
ENSG00000115602,6.111260724540865
ENSG00000115604,1.8792802951387468
ENSG00000115607,0.30900836954254124
ENSG00000236525,nan
ENSG00000115616,-1.8318553884839195
ENSG00000135953,-0.010209134751241848
ENSG00000170417,-0.28884408398807865
ENSG00000286290,-0.9699868967823259
ENSG00000256637,nan
ENSG00000235597,nan
ENSG00000233639,nan
ENSG00000234177,nan
ENSG00000229743,nan
ENSG00000135972,-1.7242148949269687
ENSG00000231851,nan
ENSG00000226508,-0.506418119867963
ENSG00000272861,-0.7650016955950238
ENSG00000135966,0.10390753302031003
ENSG00000235319,nan
ENSG00000272994,-0.03413864113619321
ENSG00000135974,-0.4572274727454039
ENSG00000115641,0.44473266301519665
ENSG00000238273,nan
ENSG00000071051,2.3875924050536206
ENSG00000119147,12.042651340181731
ENSG00000115652,-0.028262697158464866
ENSG00000153165,nan
ENSG00000254126,-2.0710615367370813
ENSG00000144057,-0.6929531580247211
ENSG00000198203,-0.20648388449561647
ENSG00000198075,-0.6121781824046433
ENSG00000135968,4.682833334705899
ENSG00000214184,-3.6432523143136013
ENSG00000169756,2.0955892391467703
ENSG00000153201,0.4688341488567891
ENSG00000163006,-0.9658937934644901
ENSG00000135960,nan
ENSG00000259863,1.6917440884117108
ENSG00000172985,2.2038879243090044
ENSG00000186522,-0.2993571834672467
ENSG00000198142,0.30426366381391157
ENSG00000015568,4.733445895382177
ENSG00000204588,-1.4074954649532965
ENSG00000144063,6.7247978305996785
ENSG00000144061,-0.2553002839993295
ENSG00000175701,2.4615488269143317
ENSG00000175772,-0.6597662064208905
ENSG00000169679,-0.8916741203603605
ENSG00000153093,-1.1756720384687558
ENSG00000172965,3.1115287617631506
ENSG00000204581,2.8916495710647165
ENSG00000153094,0.29426078389402804
ENSG00000271590,2.06837880686274
ENSG00000270190,8.416921037283714
ENSG00000240350,0.8227798131489265
ENSG00000224959,nan
ENSG00000153107,-0.8168813725487005
ENSG00000153208,1.8487832761921996
ENSG00000153214,-0.07887229079580563
ENSG00000144152,0.28628722730787826
ENSG00000144161,-1.1877428277801292
ENSG00000286545,0.42028902353751924
ENSG00000188177,0.5063871911805857
ENSG00000169629,-0.2533844613968191
ENSG00000114999,-0.503214524796705
ENSG00000125630,-1.008595791219956
ENSG00000125611,-0.16944836935566168
ENSG00000243389,nan
ENSG00000228251,0.45259346531885947
ENSG00000237753,0.08914718161581885
ENSG00000144136,-1.2854498391686509
ENSG00000144130,4.33479651681646
ENSG00000169607,-0.9479100507182846
ENSG00000115008,0.2009272327339118
ENSG00000125538,0.45776473867180695
ENSG00000125571,2.122828157004988
ENSG00000136688,-0.25792028195254985
ENSG00000136695,nan
ENSG00000136689,0.6072980212482809
ENSG00000125637,-0.2799554584778849
ENSG00000189223,1.2649720304271281
ENSG00000125618,-1.428016469043427
ENSG00000234997,-1.3499982743309626
ENSG00000272563,0.16971936683469846
ENSG00000136682,-2.0789370488240664
ENSG00000184492,-1.1593699738867211
ENSG00000231943,-1.2972724314995394
ENSG00000226516,nan
ENSG00000287165,-1.1497631989980481
ENSG00000144134,-1.681617663810631
ENSG00000115084,-1.1696431489351469
ENSG00000244063,nan
ENSG00000228857,nan
ENSG00000270019,-1.075781216822388
ENSG00000115091,0.046370400420417526
ENSG00000234199,-0.9185930030833893
ENSG00000286513,nan
ENSG00000175497,nan
ENSG00000088205,-0.26110174784494167
ENSG00000236255,2.71809146149088
ENSG00000125633,2.2965191612540785
ENSG00000125629,-0.5003798809043895
ENSG00000226856,-0.9784410019324395
ENSG00000258910,1.548956670854271
ENSG00000163064,2.56353892802147
ENSG00000019169,4.869198522882517
ENSG00000144119,nan
ENSG00000115107,-1.1973342786738255
ENSG00000229867,nan
ENSG00000186132,-0.015991246958874418
ENSG00000155368,0.4447589299640552
ENSG00000171227,0.15170519959188206
ENSG00000144120,-1.568957650664615
ENSG00000088179,0.15299504521462412
ENSG00000115109,0.7095626370697666
ENSG00000226479,-0.26050680731025694
ENSG00000144118,2.7259428613336016
ENSG00000163083,0.8450414777412298
ENSG00000237614,-1.5851167136969047
ENSG00000232140,-1.4867437448917575
ENSG00000074047,1.4155878115621947
ENSG00000271709,nan
ENSG00000115112,-1.337826320179614
ENSG00000074054,0.04806014082335753
ENSG00000265451,nan
ENSG00000236859,-0.20276297607524832
ENSG00000155438,-0.7525551796553924
ENSG00000211460,1.1233369326422766
ENSG00000286481,-0.453734447956274
ENSG00000286206,-0.716688230076025
ENSG00000235491,1.5818007608745193
ENSG00000136732,8.118887993851354
ENSG00000260634,6.453336188476399
ENSG00000136717,3.7649390347421576
ENSG00000186684,2.8202769321537247
ENSG00000163161,-1.2656727257892504
ENSG00000286145,-0.34810533777188657
ENSG00000169967,0.5539989841252848
ENSG00000236682,-1.051373933771087
ENSG00000287742,-0.10269658933554013
ENSG00000115718,-0.15786877684139666
ENSG00000163166,1.3293319449002254
ENSG00000169994,1.492299123403653
ENSG00000272789,3.564809663995138
ENSG00000072163,13.889059768535994
ENSG00000136709,0.0674935377011392
ENSG00000173349,-0.9398500893751336
ENSG00000144231,0.24478091436256547
ENSG00000144233,-2.3552885665185808
ENSG00000272667,-1.533903945602232
ENSG00000286873,-0.7027026237042597
ENSG00000136715,0.3120543321557251
ENSG00000136731,-2.2494737450909486
ENSG00000136720,-0.8045959494593985
ENSG00000229536,-0.6969729747326798
ENSG00000286957,nan
ENSG00000237574,nan
ENSG00000222014,-1.6935659044003384
ENSG00000152076,4.179637141188173
ENSG00000136699,-0.41747232233362475
ENSG00000152082,-1.219767812529419
ENSG00000152086,-1.0232631581786746
ENSG00000136710,0.14557886689971458
ENSG00000136718,1.1499923685995552
ENSG00000072135,-0.3821877389224853
ENSG00000196834,-3.059735042918994
ENSG00000233221,-0.47827334199562044
ENSG00000136002,-0.9069854834195652
ENSG00000152102,2.9343334596504134
ENSG00000115762,-0.06704382264438323
ENSG00000188219,nan
ENSG00000233087,nan
ENSG00000223631,nan
ENSG00000273073,0.03243122650512564
ENSG00000173272,-0.3642043535626867
ENSG00000075886,-0.7903003681712341
ENSG00000163040,-2.152723319698094
ENSG00000286208,-0.18289559877546357
ENSG00000224559,-0.16249504201094056
ENSG00000287151,0.9021113804512411
ENSG00000235615,nan
ENSG00000287414,-0.28975508079914586
ENSG00000163046,nan
ENSG00000272769,-0.9912204824912488
ENSG00000286833,nan
ENSG00000183840,-0.19630186968008606
ENSG00000150551,-0.298828922020484
ENSG00000230065,-0.9384275142774454
ENSG00000176771,-0.4818549008091542
ENSG00000226953,-0.20715359001051914
ENSG00000152127,1.8552678404208
ENSG00000152128,-1.169292262544914
ENSG00000287463,-0.6654344912263114
ENSG00000224043,-1.2924418128666326
ENSG00000153086,nan
ENSG00000082258,0.921170584993481
ENSG00000115839,0.06069160493246107
ENSG00000121988,-1.1597013425216365
ENSG00000048991,0.35667990810531214
ENSG00000144224,1.9437797760968936
ENSG00000115850,5.518561473672418
ENSG00000226806,-0.051627618660270866
ENSG00000076003,-0.26247498007548803
ENSG00000115866,-0.36644881206984087
ENSG00000231890,-0.2229094778698741
ENSG00000237262,nan
ENSG00000121966,6.196493517241685
ENSG00000144229,1.1709765690406537
ENSG00000150540,2.1415745732804634
ENSG00000228043,-0.5615463224564831
ENSG00000144228,-2.1472019301688037
ENSG00000241772,1.3413265317061511
ENSG00000237772,-0.10075347265764191
ENSG00000168702,nan
ENSG00000115919,0.27749575237268087
ENSG00000075884,1.6643934050222908
ENSG00000283994,1.5006589660433907
ENSG00000121964,-0.5632657672904362
ENSG00000169554,5.3893112586246925
ENSG00000238057,1.8893253845548073
ENSG00000287115,1.1463974183342414
ENSG00000232606,nan
ENSG00000226674,0.06132967152578265
ENSG00000225107,nan
ENSG00000121989,0.31557729155378017
ENSG00000115947,-0.37790716688450837
ENSG00000204406,-0.8435355625935376
ENSG00000135999,-1.1577743021561575
ENSG00000231079,nan
ENSG00000168280,-0.565134998978009
ENSG00000150556,-1.0698346100656495
ENSG00000187123,-2.10690426739017
ENSG00000168288,-0.6214991554407603
ENSG00000231969,-0.2723770716378144
ENSG00000162947,nan
ENSG00000286081,-0.05381413378098576
ENSG00000115963,1.158434227071897
ENSG00000184898,0.17108841792150112
ENSG00000123609,0.47008486983170256
ENSG00000123610,0.15066456659906316
ENSG00000080345,2.3928450030813635
ENSG00000183091,-0.1030774847602812
ENSG00000162980,-1.6091342900016634
ENSG00000288066,-1.1265999351127713
ENSG00000182389,5.600239036402003
ENSG00000115145,0.18128211716794765
ENSG00000157827,0.7715900348390153
ENSG00000287085,nan
ENSG00000286207,-1.075012701387421
ENSG00000196504,1.7502776944862997
ENSG00000177917,-0.47621630219335864
ENSG00000177519,0.2107866585675968
ENSG00000144278,2.5749301252196877
ENSG00000224675,nan
ENSG00000287900,1.0937161387355632
ENSG00000162989,-0.47127471499120055
ENSG00000286679,-0.3149148225686988
ENSG00000226383,2.6478959964827298
ENSG00000153234,5.415660527720119
ENSG00000115159,-2.152204408964883
ENSG00000136542,0.1817659891256359
ENSG00000136541,-1.1068946546225924
ENSG00000115165,1.9840467875085561
ENSG00000123612,0.4057479555425388
ENSG00000234584,0.6010063290386488
ENSG00000115170,1.2770357254259352
ENSG00000007001,nan
ENSG00000270557,0.5758469135720323
ENSG00000271320,0.4584938887052782
ENSG00000153237,3.7331518810606474
ENSG00000144283,0.2870466627030428
ENSG00000204380,-1.6298294976336587
ENSG00000163331,-0.8590538396472169
ENSG00000115183,4.058086270083536
ENSG00000196151,1.1938682755507313
ENSG00000123636,2.2047814196376607
ENSG00000223642,nan
ENSG00000224152,-0.9357079660192492
ENSG00000226266,1.596384800475981
ENSG00000136536,-0.6107388483276515
ENSG00000241399,4.0859892893365535
ENSG00000287091,-0.10463903731738747
ENSG00000054219,3.4461326389735683
ENSG00000153246,3.857428311110541
ENSG00000115221,-1.020147456833972
ENSG00000285373,nan
ENSG00000153250,2.4896373241003116
ENSG00000136560,1.4413531246397187
ENSG00000235724,-0.5727112392041964
ENSG00000227403,-0.5803405246221859
ENSG00000115233,0.09659879529999786
ENSG00000136535,2.8251197546942395
ENSG00000144290,0.021686390712844797
ENSG00000197635,2.358081603662509
ENSG00000230918,8.374358461746013
ENSG00000236841,0.7842149958752158
ENSG00000078098,2.7811771616388965
ENSG00000115267,0.8463780030322571
ENSG00000115271,-0.710337409823685
ENSG00000182263,-0.8432314915797522
ENSG00000115290,0.9733923515086553
ENSG00000082438,0.4657896279599904
ENSG00000236283,-0.19355215128195244
ENSG00000169507,1.368929658887767
ENSG00000153253,1.4041351198195815
ENSG00000136531,4.226039040001608
ENSG00000178662,1.813486740851968
ENSG00000115339,-1.46319784680128
ENSG00000235192,nan
ENSG00000232411,nan
ENSG00000123607,-0.6977624062857337
ENSG00000236107,-0.8538210246948262
ENSG00000144285,nan
ENSG00000169432,1.5598521159200884
ENSG00000136546,1.56126404089685
ENSG00000235335,3.9826872745090602
ENSG00000172318,2.0907328119585786
ENSG00000198648,2.5573994220446887
ENSG00000172292,0.32567640616909815
ENSG00000227617,-1.1306652875785215
ENSG00000163072,2.917435623346551
ENSG00000152253,-1.2861329717995351
ENSG00000073734,nan
ENSG00000073737,0.8156038652752746
ENSG00000081479,1.79362980747492
ENSG00000163093,-0.49569553314026105
ENSG00000239474,-0.043726300072930685
ENSG00000138399,-0.2759699396383315
ENSG00000138398,5.25245343185312
ENSG00000154479,-0.5742527365857802
ENSG00000144362,-1.5105159271812736
ENSG00000213160,-1.3080860491807194
ENSG00000138385,-1.1375386073619256
ENSG00000138382,-2.389530183489698
ENSG00000144357,0.1823133027025577
ENSG00000071909,7.9198436476976095
ENSG00000234350,-0.27996928583642217
ENSG00000222033,3.548857091961627
ENSG00000204335,-0.6129188331739884
ENSG00000239467,-1.9257206201918298
ENSG00000204334,-1.6676066474117224
ENSG00000128683,0.46780594503912953
ENSG00000235934,nan
ENSG00000286115,nan
ENSG00000115806,-2.1565971201880516
ENSG00000198586,-0.9050257982248605
ENSG00000123600,0.00894875158242175
ENSG00000115827,-0.6379139841819482
ENSG00000071967,6.44278532117044
ENSG00000077380,2.7387700153961863
ENSG00000115840,0.5400346108763326
ENSG00000128708,-1.0684524253906253
ENSG00000172878,-0.5154719930136676
ENSG00000144355,-0.16837090522054868
ENSG00000115844,-0.384895063519307
ENSG00000236651,nan
ENSG00000232555,nan
ENSG00000288048,nan
ENSG00000286557,nan
ENSG00000091409,5.340689003675161
ENSG00000232788,-0.39515614760609363
ENSG00000225205,0.16970424751007412
ENSG00000152256,0.5991312315888574
ENSG00000091428,-0.34773873233902586
ENSG00000091436,3.344722977986739
ENSG00000144354,-1.0808835355074964
ENSG00000172845,1.1725149757545472
ENSG00000271151,0.208055960399177
ENSG00000273258,-1.017497358044648
ENSG00000260868,-0.4961662881240187
ENSG00000138430,-0.6355015825075911
ENSG00000231453,0.5719880929033581
ENSG00000138433,-0.07011519843135883
ENSG00000144306,-0.6361111658286581
ENSG00000163328,0.5784616835539443
ENSG00000226853,-1.0133308547089028
ENSG00000236449,-0.8185980226698727
ENSG00000115935,4.235311107911409
ENSG00000138435,0.6830206870595559
ENSG00000128656,0.13252955008790554
ENSG00000115966,-0.6347399470966004
ENSG00000154518,-0.4291646097688467
ENSG00000144320,-1.4831353585357865
ENSG00000174279,-0.3224433430663521
ENSG00000128714,nan
ENSG00000128713,-0.7063780438090027
ENSG00000128710,-0.40346966540450535
ENSG00000237380,-0.34596714168308246
ENSG00000128709,4.43823994667969
ENSG00000175879,0.6453540634466547
ENSG00000128652,-0.08535065837102128
ENSG00000170166,1.2062860061542269
ENSG00000224189,0.005519890116655788
ENSG00000272729,nan
ENSG00000226363,-0.7811574443950419
ENSG00000128645,0.6360207210222455
ENSG00000128654,-1.0071939362174436
ENSG00000224577,0.7506559198165441
ENSG00000272551,1.4104780464396227
ENSG00000163364,1.2500154492385678
ENSG00000227098,11.02714112745771
ENSG00000236501,8.322341266305902
ENSG00000229337,-0.614699094165398
ENSG00000170144,-0.9541277293558182
ENSG00000116044,1.7636839628475702
ENSG00000222043,-0.9600517759903919
ENSG00000213963,-1.0340430654807178
ENSG00000280374,-0.4236295774931232
ENSG00000018510,0.34263804412949544
ENSG00000196659,-0.4871370295327065
ENSG00000237655,nan
ENSG00000197557,-1.4128080301141732
ENSG00000128655,1.681083840744263
ENSG00000155636,-0.9443492998973123
ENSG00000079156,-0.8362088054398951
ENSG00000223960,-0.2623132598104181
ENSG00000180228,-2.142375185386483
ENSG00000204311,-0.4741902647513918
ENSG00000079150,0.5571930538745922
ENSG00000116095,-1.5150809800762532
ENSG00000237298,8.975611602525571
ENSG00000155657,4.712801995309249
ENSG00000270956,-0.8983489342275198
ENSG00000270277,-1.3406084890779062
ENSG00000271011,5.053969211502899
ENSG00000270574,-0.6406002282488307
ENSG00000271141,nan
ENSG00000267784,nan
ENSG00000163492,6.207198199012204
ENSG00000187231,-0.031805537747952264
ENSG00000144331,-0.5862505663641381
ENSG00000163510,2.281637663414572
ENSG00000170035,2.5466070054492524
ENSG00000234663,1.0226449496020273
ENSG00000115232,9.086835492058832
ENSG00000188452,-0.7584408888861179
ENSG00000260742,5.697232762045417
ENSG00000138434,1.3393720005168692
ENSG00000150722,1.1070434342609377
ENSG00000115252,2.6214251739188614
ENSG00000077232,-0.59604818298857
ENSG00000162998,3.7422194425488464
ENSG00000061676,-0.03200333298427795
ENSG00000162999,0.1705495179220377
ENSG00000163002,-1.5568771872529692
ENSG00000272800,0.7970834697901686
ENSG00000283839,0.09088433137789276
ENSG00000170396,-0.7601938894940913
ENSG00000286797,4.497026321504376
ENSG00000231646,7.194488452688851
ENSG00000226747,nan
ENSG00000188738,0.023183000723851366
ENSG00000287129,5.819550925310025
ENSG00000237877,-0.14328174958417528
ENSG00000259915,-0.32649061513305855
ENSG00000065548,-0.7364412078403861
ENSG00000138448,3.9659431577132
ENSG00000144369,-0.16870164668739937
ENSG00000163012,nan
ENSG00000064989,3.7055126934368308
ENSG00000003436,8.444214940299709
ENSG00000144366,0.4389008351302614
ENSG00000174325,6.738398652376029
ENSG00000168542,7.764131716689008
ENSG00000204262,7.263739231506297
ENSG00000115368,-0.2016823987225801
ENSG00000138449,5.406180841934133
ENSG00000138381,0.4728637120677829
ENSG00000286053,nan
ENSG00000151687,0.09801736131956314
ENSG00000128694,-0.45996180833889116
ENSG00000253559,-1.17281888130069
ENSG00000273240,-1.8524421707537257
ENSG00000128699,-0.7140362760026013
ENSG00000064933,0.24725670899694088
ENSG00000187699,1.919298947592687
ENSG00000138379,-0.8532551002479908
ENSG00000198130,-1.1895462858119672
ENSG00000151689,1.2171119907858343
ENSG00000151690,-1.2218281370054782
ENSG00000272979,-0.9972064733972162
ENSG00000189362,1.0389269369856458
ENSG00000233654,-1.5418066582483942
ENSG00000284052,1.7077301742464701
ENSG00000138386,2.062723298831527
ENSG00000115419,0.5558947454397206
ENSG00000115415,0.08088783095770867
ENSG00000231858,nan
ENSG00000138378,1.1948927126154172
ENSG00000288064,nan
ENSG00000227542,-0.8449636218423259
ENSG00000128641,0.27142495349810436
ENSG00000173559,4.42089913067529
ENSG00000168497,4.645994954746109
ENSG00000233766,nan
ENSG00000144339,nan
ENSG00000260142,nan
ENSG00000223466,nan
ENSG00000234919,-0.5750557539392075
ENSG00000196950,-0.5820624570401218
ENSG00000118997,0.15073566571552743
ENSG00000081320,5.518801377624071
ENSG00000272211,nan
ENSG00000138411,0.40236847479021176
ENSG00000229056,-0.5727352167102635
ENSG00000282836,1.5692023057788886
ENSG00000144395,-0.8189844029843286
ENSG00000119041,-0.38663782865412805
ENSG00000187944,-1.56625529844744
ENSG00000197121,0.4145252967086706
ENSG00000065413,2.962166211687446
ENSG00000231621,-0.39351091767807317
ENSG00000236977,5.151291289103807
ENSG00000225979,3.5566509713519547
ENSG00000115524,-1.0278842757053015
ENSG00000115520,-0.9982190957115282
ENSG00000144381,-0.04726183643342428
ENSG00000115541,-0.38001790719272105
ENSG00000115540,0.042052899451177995
ENSG00000162944,1.1593516441502096
ENSG00000222017,0.6059967956036828
ENSG00000247626,-0.7495078294947882
ENSG00000115896,2.1862411281807046
ENSG00000119042,-0.17259542632600983
ENSG00000225953,-1.7543468541623333
ENSG00000226124,-0.9430155167345445
ENSG00000232732,0.12959606695340184
ENSG00000178074,0.6953811170184179
ENSG00000162971,0.0081518206154527
ENSG00000162972,-0.5331157687709279
ENSG00000196141,-0.24932713739037876
ENSG00000287299,nan
ENSG00000155729,-0.4205717259492198
ENSG00000163535,0.28631764891358236
ENSG00000138356,3.2349340661440777
ENSG00000237166,nan
ENSG00000082153,-1.5779258841420738
ENSG00000013441,0.7394962004601047
ENSG00000240344,0.5861782933043435
ENSG00000196290,-0.6151072963954516
ENSG00000115942,0.20858823495153003
ENSG00000183308,0.1994605502656989
ENSG00000155744,1.1046645208378225
ENSG00000119013,-1.1636065379856277
ENSG00000003402,3.950873752178587
ENSG00000226312,nan
ENSG00000003400,0.38953705760878093
ENSG00000064012,1.7587263818823373
ENSG00000155749,-0.5198792193315229
ENSG00000115993,1.1283925975562152
ENSG00000082146,-0.5739895509218077
ENSG00000155754,4.403088202606418
ENSG00000155755,-1.4682426620251892
ENSG00000287133,-0.25251664086676784
ENSG00000082126,0.6576682600729811
ENSG00000003393,-1.2136347485157541
ENSG00000138395,3.091728051607341
ENSG00000273209,-0.6949017699140095
ENSG00000155760,0.37170956549300466
ENSG00000182329,-0.9161288881502189
ENSG00000222035,1.48284144483811
ENSG00000287041,1.1468770864199809
ENSG00000231903,0.7016736618447511
ENSG00000116030,-0.21450425833302061
ENSG00000055044,-0.5076016980449872
ENSG00000286223,-1.2160435298924677
ENSG00000272966,-1.0181796956433398
ENSG00000273456,-0.03073307807958853
ENSG00000204217,3.493640729820525
ENSG00000138439,0.8521809035527979
ENSG00000163596,1.6984706488485715
ENSG00000138442,0.705087397500761
ENSG00000138380,1.6173098339738046
ENSG00000144426,0.3353098855440723
ENSG00000119004,-0.31769037947212664
ENSG00000138443,0.3202173229512177
ENSG00000256458,nan
ENSG00000173166,0.08849715681475025
ENSG00000178562,2.7504769505426516
ENSG00000163599,0.7477217880734545
ENSG00000163600,0.5207195818906852
ENSG00000116117,-0.12962352243386047
ENSG00000118257,2.616957913095593
ENSG00000114933,1.508447633450222
ENSG00000227946,-1.43235687340557
ENSG00000023228,3.816256625368213
ENSG00000114942,-0.3233612359795873
ENSG00000183671,-0.12198101222588248
ENSG00000204186,0.31371908907931456
ENSG00000114948,-0.28536646163285834
ENSG00000138400,-0.3171447299363816
ENSG00000118246,-0.8818259003968942
ENSG00000229321,-1.3112147962175398
ENSG00000144410,-0.641552516774856
ENSG00000118263,2.5356533510611885
ENSG00000237892,4.093983519977917
ENSG00000229647,10.737733589593454
ENSG00000234902,0.6567095533650136
ENSG00000118260,0.30718954285894673
ENSG00000144401,-0.35045003083861775
ENSG00000224137,1.268733847879811
ENSG00000163249,-0.1922295476833769
ENSG00000272851,-0.9817197385094335
ENSG00000163251,1.155517848752001
ENSG00000178385,-0.5416528653857393
ENSG00000225111,nan
ENSG00000188674,nan
ENSG00000138413,-0.9475108483001301
ENSG00000231908,-0.5021955021301404
ENSG00000115020,-0.8642099300717849
ENSG00000144407,2.638057520326731
ENSG00000078018,4.380743395660493
ENSG00000197713,-0.7254431283492598
ENSG00000144445,0.09477955946887634
ENSG00000272807,0.8002261276556947
ENSG00000229127,3.8428652351592563
ENSG00000279317,nan
ENSG00000115361,nan
ENSG00000115365,1.203800781874726
ENSG00000021826,7.216781832343113
ENSG00000178568,-0.2803419058176326
ENSG00000286965,nan
ENSG00000030419,-0.4655757594816861
ENSG00000270659,6.339825714663519
ENSG00000144451,3.1552249665305485
ENSG00000174453,nan
ENSG00000138376,-1.2781694876831893
ENSG00000229267,2.584724192821186
ENSG00000144452,0.1753796022654952
ENSG00000286836,-0.7710842019398007
ENSG00000237571,nan
ENSG00000138363,0.08355578570851897
ENSG00000115414,4.66388364481491
ENSG00000237525,nan
ENSG00000235770,-0.9871759748742782
ENSG00000226276,-0.5842386861311877
ENSG00000118242,-0.2969422641558484
ENSG00000115425,-2.061268958834911
ENSG00000163449,0.0025060651654420702
ENSG00000079246,-2.4128344614463675
ENSG00000260804,0.11060847709324999
ENSG00000144583,0.3951922677427614
ENSG00000138375,0.4305406173312179
ENSG00000232485,-1.744155429959943
ENSG00000241520,-0.9896077497588622
ENSG00000197756,-2.4693226697623283
ENSG00000225794,nan
ENSG00000115457,1.6573116095728113
ENSG00000115461,-0.4798493376096159
ENSG00000236886,0.34275159678756617
ENSG00000229352,-1.610845689427922
ENSG00000286601,-0.2460840066664381
ENSG00000118245,-0.44816234211524375
ENSG00000223874,-0.8513782697663236
ENSG00000259855,-4.883347028429046
ENSG00000287498,-1.1891288231293884
ENSG00000233143,-0.7606885969497785
ENSG00000231672,-0.9343710446171362
ENSG00000079308,5.011655540397335
ENSG00000223923,0.6113457522747013
ENSG00000188282,-0.6086260769449157
ENSG00000180871,2.064217676309042
ENSG00000163464,0.206273932513913
ENSG00000163466,-1.327973331429192
ENSG00000261338,0.11790101974925206
ENSG00000179921,0.4799348632962781
ENSG00000127837,0.0503328711142017
ENSG00000127838,1.4590470562556168
ENSG00000135926,1.2658125134970715
ENSG00000158428,-0.3410240154302811
ENSG00000225062,-0.5649189701526345
